time_key,open,close,high,low,volume
2016-05-27,106.79,106.786,106.823,106.74,22577.0
2016-05-30,106.789,106.743,106.808,106.702,15113.0
2016-05-31,106.701,106.781,106.783,106.701,15822.0
2016-06-01,106.77,106.794,106.805,106.695,4938.0
2016-06-02,106.79,106.69,106.79,106.623,9458.0
2016-06-03,106.621,106.645,106.722,106.621,26439.0
2016-06-06,106.645,106.661,106.676,106.641,9183.0
2016-06-07,106.664,106.684,106.731,106.647,13217.0
2016-06-08,106.673,106.787,106.796,106.673,3131.0
2016-06-13,106.77,106.8,106.827,106.695,3352.0
2016-06-14,106.748,106.968,106.998,106.734,2070.0
2016-06-15,106.925,106.982,107.024,106.923,7661.0
2016-06-16,106.98,107.067,107.073,106.98,3250.0
2016-06-17,107.02,107.113,107.149,107.002,2980.0
2016-06-20,107.076,107.013,107.093,106.85,3915.0
2016-06-21,107.01,107.027,107.087,106.931,5733.0
2016-06-22,107.075,107.092,107.131,107.075,7264.0
2016-06-23,107.104,107.146,107.16,107.104,6089.0
2016-06-24,107.161,107.313,107.36,107.161,6516.0
2016-06-27,107.303,107.544,107.556,107.303,4054.0
2016-06-28,107.562,107.52,107.67,107.516,8883.0
2016-06-29,107.49,107.44,107.49,107.293,4091.0
2016-06-30,107.419,107.449,107.47,107.29,6856.0
2016-07-01,107.455,107.74,107.787,107.455,4998.0
2016-07-04,107.81,107.74,107.81,107.73,5586.0
2016-07-05,107.719,107.747,107.775,107.719,4237.0
2016-07-06,107.747,107.882,108.108,107.728,2153.0
2016-07-07,107.904,107.991,108.096,107.841,3408.0
2016-07-08,108.06,107.888,108.1,107.882,8211.0
2016-07-11,107.892,107.852,107.9,107.792,10955.0
2016-07-12,107.84,107.807,107.88,107.74,7639.0
2016-07-13,107.778,107.751,107.797,107.739,8705.0
2016-07-14,107.748,107.781,107.798,107.741,14184.0
2016-07-15,107.781,107.916,107.918,107.781,6741.0
2016-07-18,107.872,107.943,107.967,107.872,10673.0
2016-07-19,107.943,108.019,108.038,107.942,11973.0
2016-07-20,108.042,108.086,108.12,108.04,13128.0
2016-07-21,108.216,108.15,108.216,108.093,24598.0
2016-07-22,108.197,108.13,108.197,108.09,36043.0
2016-07-25,108.096,108.117,108.188,108.096,16719.0
2016-07-26,108.117,108.187,108.188,108.117,21706.0
2016-07-27,108.213,108.208,108.213,108.169,40183.0
2016-07-28,108.19,108.237,108.279,108.15,29264.0
2016-07-29,108.285,108.31,108.31,108.21,23243.0
2016-08-01,108.295,108.539,108.54,108.295,5251.0
2016-08-02,108.485,108.506,108.67,108.485,13983.0
2016-08-03,108.509,108.517,108.565,108.309,22987.0
2016-08-04,108.549,108.461,108.556,108.442,16689.0
2016-08-05,108.443,108.608,108.631,108.443,25824.0
2016-08-08,108.67,108.68,108.79,108.626,34323.0
2016-08-09,108.678,108.864,108.864,108.678,44242.0
2016-08-10,108.889,109.017,109.488,108.888,39355.0
2016-08-11,109.045,108.95,109.092,108.895,29491.0
2016-08-12,108.953,108.926,108.999,108.842,25654.0
2016-08-15,108.923,108.762,109.0,108.67,14171.0
